tmdbId,title,genres
90,Beverly Hills Cop,Action|Comedy|Crime|Drama
10110,Empire of the Sun,Action|Adventure|Drama|War
764,"Evil Dead, The",Fantasy|Horror|Thriller
1547,"Lost Boys, The",Comedy|Horror|Thriller
9740,Hannibal,Horror|Thriller
6073,"Mexican, The",Action|Comedy
853,Enemy at the Gates,Drama|War
77,Memento,Mystery|Thriller
10054,Spy Kids,Action|Adventure|Children|Comedy
55,Amores Perros (Love's a Bitch),Drama|Thriller
4133,Blow,Crime|Drama
634,Bridget Jones's Diary,Comedy|Drama|Romance
111,Scarface,Action|Crime|Drama
1734,"Mummy Returns, The",Action|Adventure|Comedy|Thriller
9476,"Knight's Tale, A",Action|Comedy|Romance
808,Shrek,Adventure|Animation|Children|Comedy|Fantasy|Romance
824,Moulin Rouge,Drama|Musical|Romance
676,Pearl Harbor,Action|Drama|Romance|War
966,"Magnificent Seven, The",Adventure|Western
9397,Evolution,Comedy|Sci-Fi
9705,Swordfish,Action|Crime|Drama
1089,Point Break,Action|Crime|Thriller
10865,Atlantis: The Lost Empire,Adventure|Animation|Children|Fantasy
1995,Lara Croft: Tomb Raider,Action|Adventure
9799,"Fast and the Furious, The",Action|Crime|Thriller
644,A.I. Artificial Intelligence,Adventure|Drama|Sci-Fi
4248,Scary Movie 2,Comedy
2114,Final Fantasy: The Spirits Within,Adventure|Animation|Fantasy|Sci-Fi
8835,Legally Blonde,Comedy|Romance
9602,Coming to America,Comedy|Romance
12144,"Land Before Time, The",Adventure|Animation|Children|Fantasy
2605,Short Circuit,Comedy|Sci-Fi
8337,They Live,Action|Sci-Fi|Thriller
9493,Twins,Comedy
1648,Bill & Ted's Excellent Adventure,Adventure|Comedy|Sci-Fi
9494,Look Who's Talking,Comedy|Romance
331,Jurassic Park III,Action|Adventure|Sci-Fi|Thriller
869,Planet of the Apes,Action|Adventure|Drama|Sci-Fi
9618,Tango & Cash,Action|Comedy|Crime|Thriller
9880,"Princess Diaries, The",Children|Comedy|Romance
5175,Rush Hour 2,Action|Comedy
2770,American Pie 2,Comedy
1933,"Others, The",Drama|Horror|Mystery|Thriller
9896,Rat Race,Comedy
2294,Jay and Silent Bob Strike Back,Adventure|Comedy
8922,Jeepers Creepers,Horror
2034,Training Day,Crime|Drama|Thriller
9398,Zoolander,Comedy
9778,Serendipity,Comedy|Romance
1018,Mulholland Drive,Crime|Drama|Film-Noir|Mystery|Thriller
984,Dirty Harry,Action|Crime|Thriller
768,From Hell,Crime|Horror|Mystery|Thriller
167,K-PAX,Drama|Fantasy|Mystery|Sci-Fi
9378,Thirteen Ghosts (a.k.a. Thir13en Ghosts),Horror|Thriller
141,Donnie Darko,Drama|Mystery|Sci-Fi|Thriller
585,"Monsters, Inc.",Adventure|Animation|Children|Comedy|Fantasy
10796,"One, The",Action|Sci-Fi|Thriller
9889,Shallow Hal,Comedy|Fantasy|Romance
671,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone),Adventure|Children|Fantasy
1535,Spy Game,Action|Crime|Drama|Thriller
8007,Behind Enemy Lines,Action|Drama|War
161,Ocean's Eleven,Crime|Thriller
194,"Amelie (Fabuleux destin d'Amélie Poulain, Le)",Comedy|Romance
11397,Not Another Teen Movie,Comedy
1903,Vanilla Sky,Mystery|Romance|Sci-Fi|Thriller
9428,"Royal Tenenbaums, The",Comedy|Drama
120,"Lord of the Rings: The Fellowship of the Ring, The",Adventure|Fantasy
453,"Beautiful Mind, A",Drama|Romance
8489,Ali,Drama
855,Black Hawk Down,Action|Drama|War
10950,I Am Sam,Drama
11362,The Count of Monte Cristo,Action|Adventure|Drama|Thriller
10229,"Walk to Remember, A",Drama|Romance
8470,John Q,Crime|Drama|Thriller
10590,We Were Soldiers,Action|Drama|War
2135,"Time Machine, The",Action|Adventure|Sci-Fi
425,Ice Age,Adventure|Animation|Children|Comedy
1576,Resident Evil,Action|Horror|Sci-Fi|Thriller
36586,Blade II,Action|Horror|Thriller
4547,Panic Room,Thriller
11452,National Lampoon's Van Wilder,Comedy
548,Rashomon (Rashômon),Crime|Drama|Mystery
8346,My Big Fat Greek Wedding,Comedy|Romance
9334,The Scorpion King,Action|Adventure|Fantasy|Thriller
557,Spider-Man,Action|Adventure|Sci-Fi|Thriller
245,About a Boy,Comedy|Drama|Romance
1894,Star Wars: Episode II - Attack of the Clones,Action|Adventure|Sci-Fi|IMAX
320,Insomnia,Action|Crime|Drama|Mystery|Thriller
9023,Spirit: Stallion of the Cimarron,Adventure|Animation|Children|Western
4614,"Sum of All Fears, The",Drama|Thriller
2501,"Bourne Identity, The",Action|Mystery|Thriller
9637,Scooby-Doo,Adventure|Children|Comedy|Fantasy|Mystery
11544,Lilo & Stitch,Adventure|Animation|Children|Sci-Fi
180,Minority Report,Action|Crime|Mystery|Sci-Fi|Thriller
2022,Mr. Deeds,Comedy|Romance
608,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2),Action|Comedy|Sci-Fi
6278,Reign of Fire,Action|Adventure|Fantasy
4147,Road to Perdition,Crime|Drama
10996,Stuart Little 2,Children|Comedy
818,Austin Powers in Goldmember,Comedy
2675,Signs,Horror|Sci-Fi|Thriller
9488,Spy Kids 2: The Island of Lost Dreams,Adventure|Children
7451,xXx,Action|Crime|Thriller
9357,One Hour Photo,Drama|Thriller
9595,Hot Shots!,Action|Comedy|Romance|War
4108,"Transporter, The",Action|Crime
129,Spirited Away (Sen to Chihiro no kamikakushi),Adventure|Animation|Fantasy
10771,"Tuxedo, The",Action|Comedy
9533,Red Dragon,Crime|Mystery|Thriller
1430,Bowling for Columbine,Documentary
8051,Punch-Drunk Love,Comedy|Drama|Romance
565,"Ring, The",Horror|Mystery|Thriller
12477,Grave of the Fireflies (Hotaru no haka),Animation|Drama|War
9645,Ghost Ship,Horror
65,8 Mile,Drama
672,Harry Potter and the Chamber of Secrets,Adventure|Fantasy
36669,Die Another Day,Action|Adventure|Thriller
9016,Treasure Planet,Adventure|Animation|Children|Sci-Fi|IMAX
2757,Adaptation,Comedy|Drama|Romance
7299,Equilibrium,Action|Sci-Fi|Thriller
7303,Maid in Manhattan,Comedy|Romance
201,Star Trek: Nemesis,Action|Drama|Sci-Fi|Thriller
121,"Lord of the Rings: The Two Towers, The",Adventure|Fantasy
1429,25th Hour,Crime|Drama
3131,Gangs of New York,Crime|Drama
2642,Two Weeks Notice,Comedy|Romance
4032,My Girl,Comedy|Drama|Romance
8392,My Neighbor Totoro (Tonari no Totoro),Animation|Children|Drama|Fantasy
640,Catch Me If You Can,Crime|Drama
1574,Chicago,Comedy|Crime|Drama|Musical
590,"Hours, The",Drama|Romance
423,"Pianist, The",Drama|War
598,City of God (Cidade de Deus),Action|Adventure|Crime|Drama|Thriller
9358,Final Destination 2,Horror|Thriller
1647,"Recruit, The",Action|Thriller
9919,How to Lose a Guy in 10 Days,Comedy|Romance
6038,Shanghai Knights,Action|Adventure|Comedy
9480,Daredevil,Action|Crime
11615,"Life of David Gale, The",Crime|Drama|Thriller
11635,Old School,Comedy
9567,Tears of the Sun,Action|Drama|Thriller
979,Irreversible (Irréversible),Crime|Drama|Mystery|Thriller
455,Bend It Like Beckham,Comedy|Drama|Romance
6171,Dreamcatcher,Drama|Horror|Sci-Fi|Thriller
9341,"Core, The",Action|Drama|Sci-Fi|Thriller
1817,Phone Booth,Drama|Thriller
9506,Anger Management,Comedy
2832,Identity,Crime|Horror|Mystery|Thriller
36658,X2: X-Men United,Action|Adventure|Sci-Fi|Thriller
10708,Daddy Day Care,Children|Comedy
10515,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta),Action|Adventure|Animation|Children|Fantasy|Sci-Fi
604,"Matrix Reloaded, The",Action|Adventure|Sci-Fi|Thriller|IMAX
310,Bruce Almighty,Comedy|Drama|Fantasy|Romance
12,Finding Nemo,Adventure|Animation|Children|Comedy
9654,"Italian Job, The",Action|Crime
9902,Wrong Turn,Horror|Thriller
584,"2 Fast 2 Furious (Fast and the Furious 2, The)",Action|Crime|Thriller
290,Barton Fink,Drama|Thriller
170,28 Days Later,Action|Horror|Sci-Fi
9471,Charlie's Angels: Full Throttle,Action|Adventure|Comedy|Crime|Thriller
1927,Hulk,Action|Adventure|Sci-Fi
296,Terminator 3: Rise of the Machines,Action|Adventure|Sci-Fi
22,Pirates of the Caribbean: The Curse of the Black Pearl,Action|Adventure|Comedy|Fantasy
8698,"League of Extraordinary Gentlemen, The (a.k.a. LXG)",Action|Fantasy|Sci-Fi
8961,Bad Boys II,Action|Comedy|Crime|Thriller
9486,Johnny English,Action|Comedy|Thriller
1996,Lara Croft Tomb Raider: The Cradle of Life,Action|Adventure|Comedy|Romance|Thriller
12279,Spy Kids 3-D: Game Over,Action|Adventure|Children
8273,American Wedding (American Pie 3),Comedy
10330,Freaky Friday,Children|Comedy|Fantasy
9257,S.W.A.T.,Action|Thriller
6466,Freddy vs. Jason,Action|Horror|Thriller
11770,Shaolin Soccer (Siu lam juk kau),Action|Comedy
9362,Tremors,Comedy|Horror|Sci-Fi
10999,Commando,Action|Adventure
7270,Matchstick Men,Comedy|Crime|Drama
1428,Once Upon a Time in Mexico,Action|Adventure|Crime|Thriller
153,Lost in Translation,Comedy|Drama|Romance
277,Underworld,Action|Fantasy|Horror
7288,Duplex,Comedy|Crime
10159,"Rundown, The",Action|Adventure|Comedy
837,Videodrome,Fantasy|Horror|Sci-Fi|Thriller
4543,Monty Python's The Meaning of Life,Comedy
1584,School of Rock,Comedy|Musical
322,Mystic River,Crime|Drama|Mystery
24,Kill Bill: Vol. 1,Action|Crime|Thriller
9373,"Texas Chainsaw Massacre, The",Horror
4256,Scary Movie 3,Comedy|Horror
10009,Brother Bear,Adventure|Animation|Children
605,"Matrix Revolutions, The",Action|Adventure|Sci-Fi|Thriller|IMAX
10719,Elf,Children|Comedy|Fantasy
508,Love Actually,Comedy|Drama|Romance
8619,Master and Commander: The Far Side of the World,Adventure|Drama|War
4970,Gothika,Horror|Thriller
470,21 Grams,Crime|Drama|Mystery|Romance|Thriller
10147,Bad Santa,Comedy|Crime
10756,"Haunted Mansion, The",Children|Comedy|Fantasy|Horror
860,WarGames,Drama|Sci-Fi|Thriller
951,Kindergarten Cop,Action|Comedy|Crime|Thriller
9319,"Last Boy Scout, The",Action|Comedy|Crime|Drama|Thriller
3176,Battle Royale (Batoru rowaiaru),Action|Drama|Horror|Thriller
79,Hero (Ying xiong),Action|Adventure|Drama
81,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika),Adventure|Animation|Drama|Fantasy|Sci-Fi
616,"Last Samurai, The",Action|Adventure|Drama|War
587,Big Fish,Drama|Fantasy|Romance
122,"Lord of the Rings: The Return of the King, The",Action|Adventure|Drama|Fantasy
504,Monster,Crime|Drama
11007,Cheaper by the Dozen,Children|Comedy
2289,Cold Mountain,Drama|Romance|War
9620,Paycheck,Action|Sci-Fi|Thriller
10601,Peter Pan,Action|Adventure|Children|Fantasy
5966,Along Came Polly,Comedy|Romance
1954,The Butterfly Effect,Drama|Sci-Fi|Thriller
1278,"Dreamers, The",Drama
1824,50 First Dates,Comedy|Romance
9352,EuroTrip,Adventure|Comedy
615,"Passion of the Christ, The",Drama
338,"Good bye, Lenin!",Comedy|Drama
9384,Starsky & Hutch,Action|Comedy|Crime|Thriller
10591,"Girl Next Door, The",Comedy|Romance
1586,Secret Window,Mystery|Thriller
924,Dawn of the Dead,Action|Drama|Horror|Thriller
38,Eternal Sunshine of the Spotless Mind,Drama|Romance|Sci-Fi
11024,Scooby-Doo 2: Monsters Unleashed,Action|Adventure|Children|Comedy|Mystery
553,Dogville,Drama|Mystery|Thriller
1487,Hellboy,Action|Adventure|Fantasy|Horror
14442,Ella Enchanted,Comedy|Fantasy|Romance
923,Dawn of the Dead,Action|Drama|Horror
393,Kill Bill: Vol. 2,Action|Drama|Thriller
7220,"Punisher, The",Action|Crime|Thriller
10096,13 Going on 30,Comedy|Fantasy|Romance
9509,Man on Fire,Action|Crime|Drama|Mystery|Thriller
10625,Mean Girls,Comedy
7131,Van Helsing,Action|Adventure|Fantasy|Horror
652,Troy,Action|Adventure|Drama|War
9461,Enter the Dragon,Action|Crime
667,You Only Live Twice,Action|Adventure|Sci-Fi|Thriller
700,Octopussy,Action|Adventure|Thriller
11474,"Warriors, The",Action|Adventure|Crime|Thriller
10775,Infernal Affairs (Mou gaan dou),Crime|Drama|Thriller
10734,Escape from Alcatraz,Drama|Thriller
809,Shrek 2,Adventure|Animation|Children|Comedy|Musical|Romance
435,"Day After Tomorrow, The",Action|Adventure|Drama|Sci-Fi|Thriller
673,Harry Potter and the Prisoner of Azkaban,Adventure|Fantasy|IMAX
2789,"Chronicles of Riddick, The",Action|Sci-Fi|Thriller
8920,Garfield: The Movie,Animation|Children|Comedy
8193,Napoleon Dynamite,Comedy
9372,Super Size Me,Comedy|Documentary|Drama
10204,Around the World in 80 Days,Adventure|Children|Comedy
9472,Dodgeball: A True Underdog Story,Comedy
594,"Terminal, The",Comedy|Drama|Romance
12153,White Chicks,Action|Comedy|Crime
11036,"Notebook, The",Drama|Romance
2330,Taxi,Action|Comedy
558,Spider-Man 2,Action|Adventure|Sci-Fi|IMAX
80,Before Sunset,Drama|Romance
9477,King Arthur,Action|Adventure|Drama|War
8699,Anchorman: The Legend of Ron Burgundy,Comedy
11247,"Cinderella Story, A",Comedy|Romance
2048,"I, Robot",Action|Adventure|Sci-Fi|Thriller
2502,"Bourne Supremacy, The",Action|Crime|Thriller
314,Catwoman,Action|Crime|Fantasy
6947,"Village, The",Drama|Mystery|Thriller
401,Garden State,Comedy|Drama|Romance
1538,Collateral,Action|Crime|Drama|Thriller
11282,Harold and Kumar Go to White Castle,Adventure|Comedy
11130,"Princess Diaries 2: Royal Engagement, The",Comedy|Romance
395,AVP: Alien vs. Predator,Action|Horror|Sci-Fi|Thriller
9759,Cellular,Action|Crime|Drama|Mystery|Thriller
1577,Resident Evil: Apocalypse,Action|Horror|Sci-Fi|Thriller
5137,Sky Captain and the World of Tomorrow,Action|Adventure|Sci-Fi
747,Shaun of the Dead,Comedy|Horror
10555,Shark Tale,Animation|Children|Comedy
14337,Primer,Drama|Sci-Fi
3989,Team America: World Police,Action|Adventure|Animation|Comedy
1970,"Grudge, The",Horror|Mystery|Thriller
9675,Sideways,Comedy|Drama|Romance
4553,The Machinist,Drama|Mystery|Thriller
176,Saw,Horror|Mystery|Thriller
1677,Ray,Drama
9806,"Incredibles, The",Action|Adventure|Animation|Children|Comedy
5255,"Polar Express, The",Adventure|Animation|Children|Fantasy|IMAX
9801,Bridget Jones: The Edge of Reason,Comedy|Drama|Romance
866,Finding Neverland,Drama
2059,National Treasure,Action|Adventure|Drama|Mystery|Thriller
11836,"SpongeBob SquarePants Movie, The",Adventure|Animation|Children|Comedy
1966,Alexander,Action|Adventure|Drama|War
2288,Closer,Drama|Romance
9550,House of Flying Daggers (Shi mian mai fu),Action|Drama|Romance
163,Ocean's Twelve,Action|Comedy|Crime|Thriller
36648,Blade: Trinity,Action|Fantasy|Horror|Thriller
8424,Love Me If You Dare (Jeux d'enfants),Drama|Romance
16859,Kiki's Delivery Service (Majo no takkyûbin),Adventure|Animation|Children|Drama|Fantasy
11621,Porco Rosso (Crimson Pig) (Kurenai no buta),Adventure|Animation|Comedy|Fantasy|Romance
9732,"Lion King II: Simba's Pride, The",Adventure|Animation|Children|Musical|Romance
2899,Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre),Adventure|Comedy|Fantasy
11430,"Lion King 1½, The",Adventure|Animation|Children|Comedy
11774,Lemony Snicket's A Series of Unfortunate Events,Adventure|Children|Comedy|Fantasy
670,Old Boy,Mystery|Thriller
9667,"Jacket, The",Drama|Mystery|Sci-Fi|Thriller
9316,Ong-Bak: The Thai Warrior (Ong Bak),Action|Thriller
5528,"Chorus, The (Choristes, Les)",Drama
4836,Layer Cake,Crime|Drama|Thriller
10320,"Ring Two, The",Drama|Horror|Mystery|Thriller
3509,"Scanner Darkly, A",Animation|Drama|Mystery|Sci-Fi|Thriller
70,Million Dollar Baby,Drama
205,Hotel Rwanda,Drama|War
118,Charlie and the Chocolate Factory,Adventure|Children|Comedy|Fantasy|IMAX
421,"Life Aquatic with Steve Zissou, The",Adventure|Comedy|Fantasy
2567,"Aviator, The",Drama
9833,"Phantom of the Opera, The",Drama|Musical|Romance
693,Meet the Fockers,Comedy
9947,Elektra,Action|Adventure|Crime|Drama
7214,Coach Carter,Drama
613,"Downfall (Untergang, Der)",Drama|War
11096,Hide and Seek,Horror|Mystery|Thriller
4935,Howl's Moving Castle (Hauru no ugoku shiro),Adventure|Animation|Fantasy|Romance
8488,Hitch,Comedy|Romance
561,Constantine,Action|Fantasy|Horror|Thriller
9470,Kung Fu Hustle (Gong fu),Action|Comedy
10022,"Pacifier, The",Action|Comedy
2026,Hostage,Action|Crime|Drama|Thriller
9928,Robots,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi|IMAX
187,Sin City,Action|Crime|Film-Noir|Mystery|Thriller
7364,Sahara,Action|Adventure|Comedy
7453,"Hitchhiker's Guide to the Galaxy, The",Adventure|Comedy|Sci-Fi
10065,"Amityville Horror, The",Horror|Thriller
11679,xXx: State of the Union,Action|Crime|Thriller
1495,Kingdom of Heaven,Action|Drama|Romance|War
10066,House of Wax,Horror|Thriller
1640,Crash,Crime|Drama
10027,Unleashed (Danny the Dog),Action|Crime|Drama|Thriller
1895,Star Wars: Episode III - Revenge of the Sith,Action|Adventure|Sci-Fi
953,Madagascar,Adventure|Animation|Children|Comedy
9291,"Longest Yard, The",Comedy|Drama
921,Cinderella Man,Drama|Romance
787,Mr. & Mrs. Smith,Action|Adventure|Comedy|Romance
272,Batman Begins,Action|Crime|IMAX
11451,Herbie: Fully Loaded,Adventure|Comedy|Romance
9722,Bewitched,Comedy|Fantasy|Romance
74,War of the Worlds,Action|Adventure|Sci-Fi|Thriller
9738,Fantastic Four,Action|Adventure|Sci-Fi
9522,Wedding Crashers,Comedy|Romance
1635,"Island, The",Action|Sci-Fi|Thriller
11459,Sky High,Action|Adventure|Children|Comedy
16320,Serenity,Action|Adventure|Sci-Fi
9913,"Skeleton Key, The",Drama|Horror|Mystery|Thriller
8292,Four Brothers,Action|Crime|Drama
6957,"40-Year-Old Virgin, The",Comedy|Romance
11460,Red Eye,Horror|Thriller
4442,"Brothers Grimm, The",Comedy|Fantasy|Horror|Thriller
9335,Transporter 2,Action|Crime|Thriller
9007,Just Like Heaven,Comedy|Fantasy|Romance
1830,Lord of War,Action|Crime|Drama|Thriller|War
8814,Doom,Action|Horror|Sci-Fi
9923,Domino,Crime|Drama|Thriller
8202,Aeon Flux,Action|Sci-Fi
8643,"Exorcism of Emily Rose, The",Crime|Drama|Horror|Thriller
9315,Flightplan,Action|Drama|Thriller
3933,Corpse Bride,Animation|Comedy|Fantasy|Musical|Romance
8923,Green Street Hooligans (a.k.a. Hooligans),Crime|Drama
59,"History of Violence, A",Action|Crime|Drama|Thriller
11968,Into the Blue,Action|Adventure|Crime|Thriller
533,Wallace & Gromit in The Curse of the Were-Rabbit,Adventure|Animation|Children|Comedy
5236,Kiss Kiss Bang Bang,Comedy|Crime|Mystery|Thriller
11931,In Her Shoes,Comedy|Drama
142,Brokeback Mountain,Drama|Romance
1656,"Legend of Zorro, The",Action|Adventure|Drama|Western
215,Saw II,Horror|Thriller
8274,American Pie Presents: Band Camp (American Pie 4: Band Camp),Comedy
25,Jarhead,Action|Drama|War
9982,Chicken Little,Action|Adventure|Animation|Children|Comedy|Sci-Fi
231,Syriana,Drama|Thriller
4348,Pride & Prejudice,Drama|Romance
9392,"Descent, The",Adventure|Drama|Horror|Thriller
674,Harry Potter and the Goblet of Fire,Adventure|Fantasy|Thriller|IMAX
69,Walk the Line,Drama|Musical|Romance
6795,Zathura,Action|Adventure|Children|Fantasy
116,Match Point,Crime|Drama|Romance
411,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The",Adventure|Children|Fantasy
254,King Kong,Action|Adventure|Drama|Fantasy|Thriller
1904,Memoirs of a Geisha,Drama|Romance
612,Munich,Action|Crime|Drama|Thriller
9641,Cheaper by the Dozen 2,Adventure|Comedy
7552,Fun with Dick and Jane,Comedy|Crime
10045,District 13 (Banlieue 13),Action|Crime|Sci-Fi
1690,Hostel,Horror
10982,Hoodwinked!,Animation|Children|Comedy
834,Underworld: Evolution,Action|Fantasy|Horror
11283,Nanny McPhee,Children|Comedy|Fantasy
9286,Final Destination 3,Horror|Mystery|Thriller
12096,"Pink Panther, The",Adventure|Comedy|Crime
9036,Eight Below,Action|Adventure|Drama|Romance
9920,Ultraviolet,Action|Fantasy|Sci-Fi|Thriller
10025,Just My Luck,Comedy|Romance
2207,16 Blocks,Crime|Thriller
950,Ice Age 2: The Meltdown,Adventure|Animation|Children|Comedy
752,V for Vendetta,Action|Sci-Fi|Thriller|IMAX
9655,She's the Man,Comedy|Romance
9388,Thank You for Smoking,Comedy|Drama
388,Inside Man,Crime|Drama|Thriller
9792,"Hills Have Eyes, The",Drama|Horror|Thriller
582,"Lives of Others, The (Das leben der Anderen)",Drama|Romance|Thriller
186,Lucky Number Slevin,Crime|Drama|Mystery
4257,Scary Movie 4,Comedy|Horror
2652,Hard Candy,Drama|Thriller
588,Silent Hill,Fantasy|Horror|Thriller
956,Mission: Impossible III,Action|Adventure|Thriller
9530,RV,Adventure|Children|Comedy
7518,Over the Hedge,Adventure|Animation|Children|Comedy
503,Poseidon,Action|Adventure|Thriller|IMAX
591,"Da Vinci Code, The",Drama|Mystery|Thriller
36668,X-Men: The Last Stand,Action|Sci-Fi|Thriller
9767,"Break-Up, The",Comedy|Drama|Romance
920,Cars,Animation|Children|Comedy
2044,"Lake House, The",Drama|Fantasy|Romance
9339,Click,Adventure|Comedy|Drama|Fantasy|Romance
350,"Devil Wears Prada, The",Comedy|Drama
58,Pirates of the Caribbean: Dead Man's Chest,Action|Adventure|Fantasy
4474,My Super Ex-Girlfriend,Comedy|Fantasy|Romance
1887,Marie Antoinette,Drama|Romance
10947,High School Musical,Children|Comedy|Drama|Musical|Romance
9615,"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The)",Action|Crime|Drama|Thriller
9513,Garfield: A Tail of Two Kitties,Animation|Children|Comedy
1452,Superman Returns,Action|Adventure|Sci-Fi|IMAX
773,Little Miss Sunshine,Adventure|Comedy|Drama
1164,Babel,Drama|Thriller
9297,Monster House,Animation|Children|Fantasy|Mystery
326,Snakes on a Plane,Action|Comedy|Horror|Thriller
9718,Talladega Nights: The Ballad of Ricky Bobby,Action|Comedy
1593,Night at the Museum,Action|Comedy|Fantasy|IMAX
1852,World Trade Center,Drama
1262,Stranger than Fiction,Comedy|Drama|Fantasy|Romance
82,Miami Vice,Action|Crime|Drama|Thriller
1402,"Pursuit of Happyness, The",Drama
1948,Crank,Action|Thriller
9762,Step Up,Drama|Romance
1491,"Illusionist, The",Drama|Fantasy|Mystery|Romance
7512,Idiocracy,Adventure|Comedy|Sci-Fi|Thriller
1381,"Fountain, The",Drama|Fantasy|Romance
1579,Apocalypto,Adventure|Drama|Thriller
496,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Comedy
1417,"Pan's Labyrinth (Laberinto del fauno, El)",Drama|Fantasy|Thriller
7484,Open Season,Adventure|Animation|Children|Comedy|IMAX
1422,"Departed, The",Crime|Drama|Thriller
1523,"Last King of Scotland, The",Drama|Thriller
9693,Children of Men,Action|Adventure|Drama|Sci-Fi|Thriller
1124,"Prestige, The",Drama|Mystery|Sci-Fi|Thriller
3683,Flags of Our Fathers,Drama|War
214,Saw III,Crime|Horror|Thriller
11619,Flushed Away,Animation|Comedy
1427,Perfume: The Story of a Murderer,Crime|Drama|Thriller
36557,Casino Royale,Action|Adventure|Thriller
9836,Happy Feet,Adventure|Animation|Children|Comedy|IMAX
7551,Déjà Vu (Deja Vu),Action|Sci-Fi|Thriller
1581,"Holiday, The",Comedy|Romance
1372,Blood Diamond,Action|Adventure|Crime|Drama|Thriller|War
2486,Eragon,Action|Adventure|Fantasy
1246,Rocky Balboa,Action|Drama
1251,Letters from Iwo Jima,Drama|War
8275,American Pie Presents The Naked Mile (American Pie 5: The Naked Mile),Comedy|Romance
7457,Alpha Dog,Crime|Drama
1265,Bridge to Terabithia,Adventure|Children|Fantasy
7516,Smokin' Aces,Action|Crime|Drama|Thriller
1248,Hannibal Rising,Drama|Horror|Thriller
2062,Ratatouille,Animation|Children|Drama
1250,Ghost Rider,Action|Fantasy|Thriller
11172,Music and Lyrics,Comedy|Romance
3594,"Number 23, The",Drama|Mystery|Thriller
4638,Hot Fuzz,Action|Comedy|Crime|Mystery
1738,Next,Action|Sci-Fi|Thriller
1949,Zodiac,Crime|Drama|Thriller
11199,Wild Hogs,Adventure|Comedy
1271,300,Action|Fantasy|War|IMAX
1255,"Host, The (Gwoemul)",Comedy|Drama|Horror|Sci-Fi|Thriller
14001,Dead Silence,Horror|Mystery|Thriller
7485,Shooter,Action|Drama|Thriller
9955,Blades of Glory,Comedy|Romance
1267,Meet the Robinsons,Action|Adventure|Animation|Children|Comedy|Sci-Fi
1272,Sunshine,Adventure|Drama|Sci-Fi|Thriller
8271,Disturbia,Drama|Thriller
6145,Fracture,Crime|Drama|Mystery|Thriller
1268,Mr. Bean's Holiday,Comedy
559,Spider-Man 3,Action|Adventure|Sci-Fi|Thriller|IMAX
4964,Knocked Up,Comedy|Drama|Romance
2976,Hairspray,Comedy|Drama|Musical
1562,28 Weeks Later,Horror|Sci-Fi|Thriller
810,Shrek the Third,Adventure|Animation|Children|Comedy|Fantasy
5723,Once,Drama|Musical|Romance
285,Pirates of the Caribbean: At World's End,Action|Adventure|Comedy|Fantasy
3432,Mr. Brooks,Crime|Drama|Thriller
298,Ocean's Thirteen,Crime|Thriller
1691,Hostel: Part II,Crime|Horror|Thriller
9408,Surf's Up,Animation|Children|Comedy
1979,Fantastic Four: Rise of the Silver Surfer,Action|Adventure|Sci-Fi
1991,Death Proof,Action|Adventure|Crime|Horror|Thriller
3021,1408,Drama|Horror|Thriller
2196,Death at a Funeral,Comedy
1571,Live Free or Die Hard,Action|Adventure|Crime|Thriller
2698,Evan Almighty,Comedy|Fantasy
1858,Transformers,Action|Sci-Fi|Thriller|IMAX
675,Harry Potter and the Order of the Phoenix,Adventure|Drama|Fantasy|IMAX
3563,I Now Pronounce You Chuck and Larry,Comedy|Romance
2270,Stardust,Adventure|Comedy|Fantasy|Romance
35,"Simpsons Movie, The",Animation|Comedy
2503,"Bourne Ultimatum, The",Action|Crime|Thriller
8363,Superbad,Comedy
5174,Rush Hour 3,Action|Comedy|Crime|Thriller
4349,"Kingdom, The",Action|Drama|Thriller
2082,Halloween,Horror
1992,Planet Terror,Action|Horror|Sci-Fi
5176,3:10 to Yuma,Action|Crime|Drama|Western
4141,Shoot 'Em Up,Action|Comedy|Crime
4347,Atonement,Drama|Romance|War
2252,Eastern Promises,Crime|Drama|Thriller
7737,Resident Evil: Extinction,Action|Horror|Sci-Fi|Thriller
10030,Good Luck Chuck,Comedy|Romance
5915,Into the Wild,Action|Adventure|Drama
4538,"Darjeeling Limited, The",Adventure|Comedy|Drama
4566,Michael Clayton,Drama|Thriller
6615,Lars and the Real Girl,Comedy|Drama
4513,30 Days of Night,Horror|Thriller
4771,Gone Baby Gone,Crime|Drama|Mystery
4512,"Assassination of Jesse James by the Coward Robert Ford, The",Crime|Drama|Western
2011,Persepolis,Animation|Drama
663,Saw IV,Crime|Horror|Thriller
7347,Elite Squad (Tropa de Elite),Action|Crime|Drama|Thriller
4982,American Gangster,Crime|Drama|Thriller
5559,Bee Movie,Animation|Comedy
6977,No Country for Old Men,Crime|Drama
