"adult","belongs_to_collection","budget","genres","homepage","id","imdb_id","original_language","original_title","overview","popularity","poster_path","production_companies","production_countries","release_date","revenue","runtime","spoken_languages","status","tagline","title","video","vote_average","vote_count"
"False","","70000000","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","","4806","tt0163187","en","Runaway Bride","Ike Graham, New York columnist, writes his text always at the last minute. This time, a drunken man in his favourite bar tells Ike about Maggie Carpenter, a woman who always flees from her grooms in the last possible moment. Ike, who does not have the best opinion about females anyway, writes an offensive column without researching the subject thoroughly.","8.919469","/5DN9BWdj45b9e31nWaLJceAGFR3.jpg","[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Interscope Communications', 'id': 10201}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","1999-07-30","309457509","116.0","[{'iso_639_1': 'en', 'name': 'English'}]","Released","Catch her if you can.","Runaway Bride","False","5.8","472"
"False","","12000000","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]","","967","tt0054331","en","Spartacus","Spartacus is a 1960 American historical drama film directed by Stanley Kubrick and based on the novel of the same name by Howard Fast about the historical life of Spartacus and the Third Servile War. The film stars Kirk Douglas as the rebellious slave Spartacus who leads a violent revolt against the decadent Roman empire. The film was awarded four Oscars and stands today as one of the greatest classics of the Sword and Sandal genre.","11.110376","/hpICDCTdMIpcqEeNa0k3rcedw2B.jpg","[{'name': 'Bryna Productions', 'id': 611}, {'name': 'Universal International Pictures (UI)', 'id': 10330}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","1960-10-06","60000000","197.0","[{'iso_639_1': 'en', 'name': 'English'}]","Released","More titanic than any story ever told!","Spartacus","False","7.3","472"
"False","","11000000","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]","","3175","tt0072684","en","Barry Lyndon","In the Eighteenth Century, in a small village in Ireland, Redmond Barry is a young farm boy in love with his cousin Nora Brady. When Nora engages to the British Captain John Quin, Barry challenges him for a duel of pistols. He wins and escapes to Dublin, but is robbed on the road. Without any other alternative, Barry joins the British Army to fight in the Seven Years War.","14.003467","/hxl6rjUCmWD65GbVCYX5IYn1E0f.jpg","[{'name': 'Hawk Films', 'id': 88}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Peregrine', 'id': 11272}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]","1975-12-18","20000000","184.0","[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}]","Released","At long last Redmond Barry became a gentleman - and that was his tragedy.","Barry Lyndon","False","7.7","521"
"False","","70000000","[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]","https://www.warnerbros.com/iron-giant","10386","tt0129167","en","The Iron Giant","In the small town of Rockwell, Maine in October 1957, a giant metal machine befriends a nine-year-old boy and ultimately finds its humanity by unselfishly saving people from their own fears and prejudices.","15.441459","/rdN6IjV4xlDDhrT8ewkkJfPvp2e.jpg","[{'name': 'Warner Bros. Animation', 'id': 2785}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","1999-08-06","23159305","86.0","[{'iso_639_1': 'en', 'name': 'English'}]","Released","It came from outer space!","The Iron Giant","False","7.6","1470"
"False","","40000000","[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]","","745","tt0167404","en","The Sixth Sense","A psychological thriller about an eight year old boy named Cole Sear who believes he can see into the world of the dead. A child psychologist named Malcolm Crowe comes to Cole to help him deal with his problem, learning that he really can see ghosts of dead people.","18.449169","/imps263dHNe3SuoaAJORZyNTdDT.jpg","[{'name': 'Spyglass Entertainment', 'id': 158}, {'name': 'The Kennedy/Marshall Company', 'id': 862}, {'name': 'Hollywood Pictures', 'id': 915}, {'name': 'Barry Mendel Productions', 'id': 17032}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","1999-08-06","672806292","107.0","[{'iso_639_1': 'la', 'name': 'Latin'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]","Released","Not every gift is a blessing.","The Sixth Sense","False","7.7","3223"
"False","{'id': 91663, 'name': 'Airplane Collection', 'poster_path': '/u8IXYbpoRcKMlnhUvND0NB8HsAM.jpg', 'backdrop_path': '/w7bNIqVMZaaWf1LnMIZ1HywXbP8.jpg'}","3500000","[{'id': 35, 'name': 'Comedy'}]","","813","tt0080339","en","Airplane!","Alcoholic pilot, Ted Striker has developed a fear of flying due to wartime trauma, but nevertheless boards a passenger jet in an attempt to woo back his stewardess girlfriend. Food poisoning decimates the passengers and crew, leaving it up to Striker to land the plane with the help of a glue-sniffing air traffic controller and Striker's vengeful former Air Force captain, who must both talk him down.","13.063203","/b4sAWNIbfXw4WTdc1wiVRBk2Vko.jpg","[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","1980-07-02","83453539","88.0","[{'iso_639_1': 'en', 'name': 'English'}]","Released","What's slower than a speeding bullet, and able to hit tall buildings at a single bound?","Airplane!","False","7.1","1104"
"False","","18000000","[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]","","2280","tt0094737","en","Big","A young boy, Josh Baskin makes a wish at a carnival machine to be big. He wakes up the following morning to find that it has been granted and his body has grown older overnight. But he is still the same 13-year-old boy inside. Now he must learn how to cope with the unfamiliar world of grown-ups including getting a job and having his first romantic encounter with a woman. What will he find out about this strange world?","9.562292","/me6uugsf6zWTkrcLBoNc9EElb5j.jpg","[{'name': 'Gracie Films', 'id': 18}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'American Entertainment Partners II L.P.', 'id': 21451}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","1988-06-03","151668774","104.0","[{'iso_639_1': 'en', 'name': 'English'}]","Released","You're Only Young Once But For Josh It Might Just Last A Lifetime.","Big","False","6.9","1022"
"False","","160000000","[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]","","1911","tt0120657","en","The 13th Warrior","In AD 922, Arab courtier, Ahmad Ibn Fadlan accompanies a party of Vikings to the barbaric North to combat a terror that slaughters Vikings and devours their flesh.","10.308026","/ooR8S0O0ZgxK2OBnT1GWHrr9w92.jpg","[{'name': 'Touchstone Pictures', 'id': 9195}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","1999-08-27","61698899","102.0","[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'no', 'name': 'Norsk'}]","Released","Prey for the living.","The 13th Warrior","False","6.4","524"
"False","","15000000","[{'id': 18, 'name': 'Drama'}]","http://www.dreamworks.com/ab/","14","tt0169547","en","American Beauty","Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.","20.726578","/or1MP8BZIAjqWYxPdPX724ydKar.jpg","[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Jinks/Cohen Company', 'id': 2721}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","1999-09-15","356296601","122.0","[{'iso_639_1': 'en', 'name': 'English'}]","Released","Look closer.","American Beauty","False","7.9","3438"
"False","","2000000","[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]","http://www.warnerbros.com/deliverance","10669","tt0068473","en","Deliverance","Intent on seeing the Cahulawassee River before it's turned into one huge lake, outdoor fanatic Lewis Medlock takes his friends on a river-rafting trip they'll never forget into the dangerous American back-country.","8.476681","/jJhO7qkasC3xBAS6fhLPWpUjGZb.jpg","[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Elmer Enterprises', 'id': 12282}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","1972-07-30","46122355","109.0","[{'iso_639_1': 'en', 'name': 'English'}]","Released","What did happen on the Cahulawassee River?","Deliverance","False","7.2","441"
"False","","75000000","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]","","6415","tt0120188","en","Three Kings","A group of American soldiers stationed in Iraq at the end of the Gulf War find a map they believe will take them to a huge cache of stolen Kuwaiti gold hidden near their base, and they embark on a secret mission that's destined to change everything.","12.287636","/7CPVhTgTU5s1a2chC4yne9FuYV7.jpg","[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Atlas Entertainment', 'id': 507}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Village-A.M. Partnership', 'id': 23689}, {'name': 'Coast Ridge', 'id': 23690}, {'name': 'Junger Witt Productions', 'id': 23691}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","1999-09-27","108000000","114.0","[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ar', 'name': 'العربية'}]","Released","It's good to be King.","Three Kings","False","6.6","709"
"False","","65000000","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]","","861","tt0100802","en","Total Recall","Construction worker Douglas Quaid discovers a memory chip in his brain during a virtual-reality trip. He also finds that his past has been invented to conceal a plot of planetary domination. Soon, he's off to Mars to find out who he is and who planted the chip.","12.954444","/ikYpJ0AjGBNnAYFnPJDUVIOcduR.jpg","[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Carolco Pictures', 'id': 14723}, {'name': 'Carolco International N.V.', 'id': 80461}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","1990-06-01","261317921","113.0","[{'iso_639_1': 'en', 'name': 'English'}]","Released","They stole his mind, now he wants it back.","Total Recall","False","7.1","1745"
"False","","6000000","[{'id': 35, 'name': 'Comedy'}]","","9377","tt0091042","en","Ferris Bueller's Day Off","Charismatic teen Ferris Bueller plays hooky in Chicago with his girlfriend and best friend.","12.724645","/kto49vDiSzooEdy4WQH2RtaC9oP.jpg","[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","1986-06-11","70136369","103.0","[{'iso_639_1': 'en', 'name': 'English'}]","Released","One man's struggle to take it easy.","Ferris Bueller's Day Off","False","7.5","1340"
"False","{'id': 645, 'name': 'James Bond Collection', 'poster_path': '/HORpg5CSkmeQlAolx3bKMrKgfi.jpg', 'backdrop_path': '/6VcVl48kNKvdXOZfJPdarlUGOsk.jpg'}","2500000","[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","http://www.mgm.com/view/movie/760/Goldfinger/","658","tt0058150","en","Goldfinger","Special agent 007 (Sean Connery) comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy.","13.78884","/vBNbFU3OS6okJIQBOos1aZXpy2Z.jpg","[{'name': 'United Artists', 'id': 60}, {'name': 'Eon Productions', 'id': 7576}, {'name': 'Danjaq', 'id': 10761}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]","1964-09-17","124881062","110.0","[{'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]","Released","Everything he touches turns into excitement!","Goldfinger","False","7.2","1005"
"False","{'id': 645, 'name': 'James Bond Collection', 'poster_path': '/HORpg5CSkmeQlAolx3bKMrKgfi.jpg', 'backdrop_path': '/6VcVl48kNKvdXOZfJPdarlUGOsk.jpg'}","2000000","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]","http://www.mgm.com/view/movie/717/From-Russia-With-Love/","657","tt0057076","en","From Russia with Love","Agent 007 is back in the second installment of the James Bond series, this time battling a secret crime organization known as SPECTRE. Russians Rosa Klebb and Kronsteen are out to snatch a decoding device known as the Lektor, using the ravishing Tatiana to lure Bond into helping them. Bond willingly travels to meet Tatiana in Istanbul, where he must rely on his wits to escape with his life in a series of deadly encounters with the enemy","12.536729","/fvIG285JwenrV1K6kVASi1TECJ0.jpg","[{'name': 'United Artists', 'id': 60}, {'name': 'Eon Productions', 'id': 7576}, {'name': 'Danjaq', 'id': 10761}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]","1963-10-11","78898765","115.0","[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'tr', 'name': 'Türkçe'}, {'iso_639_1': 'ro', 'name': 'Română'}]","Released","The world's masters of murder pull out all the stops to destroy Agent 007!","From Russia with Love","False","6.9","773"
"False","{'id': 645, 'name': 'James Bond Collection', 'poster_path': '/HORpg5CSkmeQlAolx3bKMrKgfi.jpg', 'backdrop_path': '/6VcVl48kNKvdXOZfJPdarlUGOsk.jpg'}","950000","[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","http://www.mgm.com/#/our-titles/566/Dr.-No","646","tt0055928","en","Dr. No","In the film that launched the James Bond saga, Agent 007 battles mysterious Dr. No, a scientific genius bent on destroying the U.S. space program. As the countdown to disaster begins, Bond must go to Jamaica, where he encounters beautiful Honey Ryder, to confront a megalomaniacal villain in his massive island headquarters.","19.931606","/gRdfLVVf6FheOw6mw6wOsKhZG1l.jpg","[{'name': 'United Artists', 'id': 60}, {'name': 'Eon Productions', 'id': 7576}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]","1962-10-04","59600000","110.0","[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]","Released","NOW meet the most extraordinary gentleman spy in all fiction!","Dr. No","False","6.9","953"
"False","{'id': 48317, 'name': 'The Man With No Name Collection', 'poster_path': '/lzUZptOL6iQqulMvhB2jfT5GepD.jpg', 'backdrop_path': '/uAkE1MAvFUiYjOllgDRndispKu3.jpg'}","200000","[{'id': 37, 'name': 'Western'}]","","391","tt0058461","it","Per un pugno di dollari","The Man With No Name enters the Mexican village of San Miguel in the midst of a power struggle among the three Rojo brothers and sheriff John Baxter. When a regiment of Mexican soldiers bearing gold intended to pay for new weapons is waylaid by the Rojo brothers, the stranger inserts himself into the middle of the long-simmering battle, selling false information to both sides for his own benefit.","12.429704","/sFLgxvtK9vxbNq502peVJ847Owp.jpg","[{'name': 'United Artists', 'id': 60}, {'name': 'Constantin Film Produktion', 'id': 5755}, {'name': 'Jolly Film', 'id': 10481}, {'name': 'Ocean Films', 'id': 19498}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]","1964-09-12","14500000","99.0","[{'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'es', 'name': 'Español'}]","Released","In his own way he is perhaps, the most dangerous man who ever lived!","A Fistful of Dollars","False","7.6","909"
"False","{'id': 9888, 'name': 'Home Alone Collection', 'poster_path': '/zYPsleQJo1n1rBPlecJBRb3iwSO.jpg', 'backdrop_path': '/cYS2aWxECESUN2OS3JiLrKMmOko.jpg'}","18000000","[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]","","772","tt0104431","en","Home Alone 2: Lost in New York","Instead of flying to Florida with his folks, Kevin ends up alone in New York, where he gets a hotel room with his dad's credit card—despite problems from a clerk and meddling bellboy. But when Kevin runs into his old nemeses, the Wet Bandits, he's determined to foil their plans to rob a toy store on Christmas eve.","13.293722","/ezGcLFTvwR64I3Z7RqHnXRFet4r.jpg","[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Hughes Entertainment', 'id': 477}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","1992-11-19","358991681","120.0","[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]","Released","He's up past his bedtime in the city that never sleeps.","Home Alone 2: Lost in New York","False","6.3","2459"
"False","","63000000","[{'id': 18, 'name': 'Drama'}]","http://www.foxmovies.com/movies/fight-club","550","tt0137523","en","Fight Club","A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.","63.869599","/adw6Lq9FiC9zjYEpOqfq03ituwp.jpg","[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Regency Enterprises', 'id': 508}, {'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Taurus Film', 'id': 20555}, {'name': 'Linson Films', 'id': 54050}, {'name': 'Atman Entertainment', 'id': 54051}, {'name': 'Knickerbocker Films', 'id': 54052}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]","1999-10-15","100853753","139.0","[{'iso_639_1': 'en', 'name': 'English'}]","Released","Mischief. Mayhem. Soap.","Fight Club","False","8.3","9678"
"False","{'id': 5547, 'name': 'RoboCop Collection', 'poster_path': '/foJBQb9oEOH0mGh77tXyoxXCfzU.jpg', 'backdrop_path': '/azQScQWHpz5puIV4YeCcqgiT9Tn.jpg'}","13000000","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]","","5548","tt0093870","en","RoboCop","In a violent, near-apocalyptic Detroit, evil corporation Omni Consumer Products wins a contract from the city government to privatize the police force. To test their crime-eradicating cyborgs, the company leads street cop Alex Murphy into an armed confrontation with crime lord Boddicker so they can use his body to support their untested RoboCop prototype. But when RoboCop learns of the company's nefarious plans, he turns on his masters.","13.485583","/gtGreTdzYBuQsEwTliEFdTzPleV.jpg","[{'name': 'Orion Pictures', 'id': 41}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","1987-07-17","53000000","102.0","[{'iso_639_1': 'en', 'name': 'English'}]","Released","Part man. Part machine. All cop. The future of law enforcement.","RoboCop","False","7.1","1494"
"False","{'id': 5547, 'name': 'RoboCop Collection', 'poster_path': '/foJBQb9oEOH0mGh77tXyoxXCfzU.jpg', 'backdrop_path': '/azQScQWHpz5puIV4YeCcqgiT9Tn.jpg'}","35000000","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","","5549","tt0100502","en","RoboCop 2","After a successful deployment of the Robocop Law Enforcement unit, OCP sees its goal of urban pacification come closer and closer, but as this develops, a new narcotic known as ""Nuke"" invades the streets led by God-delirious leader Cane. As this menace grows, it may prove to be too much for Murphy to handle. OCP tries to replicate the success of the first unit, but ends up with failed prototypes with suicidal issues... until Dr. Faxx, a scientist straying away from OCP's path, uses Cane as the new subject for the Robocop 2 project, a living God.","10.969876","/uJRmNEKXmpX1OSOP5u67MlSbfNx.jpg","[{'name': 'Orion Pictures', 'id': 41}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","1990-06-22","45681173","117.0","[{'iso_639_1': 'en', 'name': 'English'}]","Released","He's back to protect the innocent.","RoboCop 2","False","5.6","498"
"False","","70000000","[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10751, 'name': 'Family'}]","","856","tt0096438","en","Who Framed Roger Rabbit","'Toon star Roger is worried that his wife Jessica is playing pattycake with someone else, so the studio hires detective Eddie Valiant to snoop on her. But the stakes are quickly raised when Marvin Acme is found dead and Roger is the prime suspect.","16.78596","/lYfRc57Kx9VgLZ48iulu0HKnM15.jpg","[{'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Silver Screen Partners III', 'id': 554}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Walt Disney Feature Animation', 'id': 10217}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","1988-06-21","329803958","104.0","[{'iso_639_1': 'en', 'name': 'English'}]","Released","It's the story of a man, a woman, and a rabbit in a triangle of trouble.","Who Framed Roger Rabbit","False","7.2","1466"
"False","{'id': 645, 'name': 'James Bond Collection', 'poster_path': '/HORpg5CSkmeQlAolx3bKMrKgfi.jpg', 'backdrop_path': '/6VcVl48kNKvdXOZfJPdarlUGOsk.jpg'}","28000000","[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","http://www.mgm.com/view/movie/695/For-Your-Eyes-Only/","699","tt0082398","en","For Your Eyes Only","A British spy ship has sunk and on board was a hi-tech encryption device. James Bond is sent to find the device that holds British launching instructions before the enemy Soviets get to it first.","9.765123","/vpZZZ2eq8z4I6PSeGxR2UWNciGG.jpg","[{'name': 'United Artists', 'id': 60}, {'name': 'Eon Productions', 'id': 7576}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]","1981-06-23","195312802","127.0","[{'iso_639_1': 'el', 'name': 'ελληνικά'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]","Released","No one comes close to James Bond, 007.","For Your Eyes Only","False","6.3","497"
"False","{'id': 645, 'name': 'James Bond Collection', 'poster_path': '/HORpg5CSkmeQlAolx3bKMrKgfi.jpg', 'backdrop_path': '/6VcVl48kNKvdXOZfJPdarlUGOsk.jpg'}","32000000","[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","http://www.mgm.com/view/movie/1111/License-to-Kill/","709","tt0097742","en","Licence to Kill","James Bond and his American colleague Felix Leiter arrest the drug lord Sanchez who succeeds in escaping and takes revenge on Felix and his wife. Bond knows but just one thing: revenge.","11.137888","/27EySoBH3oBuI6xat2QOquB9X8j.jpg","[{'name': 'Eon Productions', 'id': 7576}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]","1989-07-07","156167015","133.0","[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]","Released","His bad side is a dangerous place to be.","Licence to Kill","False","5.9","549"
"False","{'id': 645, 'name': 'James Bond Collection', 'poster_path': '/HORpg5CSkmeQlAolx3bKMrKgfi.jpg', 'backdrop_path': '/6VcVl48kNKvdXOZfJPdarlUGOsk.jpg'}","7000000","[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","http://www.mgm.com/view/movie/1130/Live-and-Let-Die/","253","tt0070328","en","Live and Let Die","James Bond must investigate a mysterious murder case of a British agent in New Orleans. Soon he finds himself up against a gangster boss named Mr. Big.","9.773768","/p34OScaro2KdISrT4EMfeh1aS0E.jpg","[{'name': 'United Artists', 'id': 60}, {'name': 'Eon Productions', 'id': 7576}, {'name': 'Danjaq', 'id': 10761}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]","1973-07-05","161777836","121.0","[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hu', 'name': 'Magyar'}]","Released","Roger Moore is James Bond.","Live and Let Die","False","6.4","540"
"False","{'id': 645, 'name': 'James Bond Collection', 'poster_path': '/HORpg5CSkmeQlAolx3bKMrKgfi.jpg', 'backdrop_path': '/6VcVl48kNKvdXOZfJPdarlUGOsk.jpg'}","5500000","[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","http://www.mgm.com/view/movie/2009/Thunderball/","660","tt0059800","en","Thunderball","A criminal organization has obtained two nuclear bombs and are asking for a 100 million pound ransom in the form of diamonds in seven days or they will use the weapons. The secret service sends James Bond to the Bahamas to once again save the world.","10.517835","/sASN1VnJxWosdzp4mH40P47Xhhz.jpg","[{'name': 'Eon Productions', 'id': 7576}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'BS', 'name': 'Bahamas'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]","1965-12-16","141195658","130.0","[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]","Released","Look up!  Look down!  Look out!","Thunderball","False","6.5","572"
"False","","13000000","[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]","","492","tt0120601","en","Being John Malkovich","Spike Jonze’s debut feature film is a love story mix of comedy and fantasy. The story is about an unsuccessful puppeteer named Craig, who one day at work finds a portal into the head of actor John Malkovich. The portal soon becomes a passion for anybody who enters it’s mad and controlling world of overtaking another human body.","11.416319","/gLhl4MBEC6yHTInwV7TxV1D3FLp.jpg","[{'name': 'Gramercy Pictures', 'id': 37}, {'name': 'Propaganda Films', 'id': 278}, {'name': 'Single Cell Pictures', 'id': 279}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","1999-09-30","22863596","112.0","[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]","Released","Ever wanted to be someone else? Now you can.","Being John Malkovich","False","7.3","1124"
"False","","26500000","[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}]","","128","tt0119698","ja","もののけ姫","Ashitaka, a prince of the disappearing Ainu tribe, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.","17.166725","/gzlJkVfWV5VEG5xK25cvFGJgkDz.jpg","[{'name': 'Miramax Films', 'id': 14}, {'name': 'Studio Ghibli', 'id': 10342}, {'name': 'Nibariki', 'id': 12516}, {'name': 'Nippon Television Network (NTV)', 'id': 20192}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]","1997-07-12","159375308","134.0","[{'iso_639_1': 'ja', 'name': '日本語'}]","Released","The Fate Of The World Rests On The Courage Of One Warrior.","Princess Mononoke","False","8.2","2041"
"False","","73000000","[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","","9481","tt0145681","en","The Bone Collector","Rookie cop, Amelia Donaghy reluctantly teams with Lincoln Rhyme – formerly the department's top homicide detective but now paralyzed as a result of a spinal injury – to catch a grisly serial killer dubbed 'The Bone Collector'. The murderer's special signature is to leave tantalizing clues based on the grim remains of his crimes.","8.884406","/dCTuPRukbDs3mOSx9SD0PCMRd2g.jpg","[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Columbia Pictures Corporation', 'id': 441}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","1999-11-04","151493655","118.0","[{'iso_639_1': 'en', 'name': 'English'}]","Released","Serial killer vs. forensic genius","The Bone Collector","False","6.5","843"
